CalName,CaseId,StationName,π¶¬ ÷∏¡Ó(%),Idc,Ud,UdL,Udio,Pd,Pconv,miu,Ang,TC,Uac,Uv,Qconv,Qf_max,Qf_min,Udio_N,Uv_N,
≤‚ ‘1493816327,SBFH444,S’æ, 70.0000,  0.9100,500.0000,500.0000,277.8731,454.9999,912.5471, 17.7698, 15.1683,  -6,450.0000,205.7596,427.1837,740.3461,660.3461,277.8731,205.7596,
≤‚ ‘1493816327,SBFH444,K’æ, 70.0000,  0.2100,491.5825,491.5825,342.1045,103.2323,205.7933,  9.6284, 39.2412,  -5,190.0000,253.3217,200.0895,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SBFH444,P’æ, 70.0000,  0.7000,488.3450,488.3450,275.9240,341.8414,681.7437, 16.1397, 18.9004,  -7,450.0000,204.3163,358.1768,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SBFH444,S’æ, 75.0000,  0.9750,500.0000,500.0000,277.8731,487.4999,977.8405, 19.2721, 14.1262,  -6,450.0000,205.7596,455.8422,740.3461,660.3461,277.8731,205.7596,
≤‚ ‘1493816327,SBFH444,K’æ, 75.0000,  0.2250,490.9813,490.9813,342.1045,110.4707,220.1902, 10.3085, 38.9518,  -5,190.0000,253.3217,214.6172,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SBFH444,P’æ, 75.0000,  0.7500,487.5125,487.5125,275.9240,365.6343,729.1068, 17.2763, 18.3737,  -7,450.0000,204.3163,385.4871,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SBFH444,S’æ, 80.0000,  1.0400,500.0000,500.0000,277.8731,519.9999,1043.1487, 20.8503, 13.0026,  -6,450.0000,205.7596,484.0596,740.3461,660.3461,277.8731,205.7596,
≤‚ ‘1493816327,SBFH444,K’æ, 80.0000,  0.2400,490.3800,490.3800,342.1045,117.6912,234.5468, 10.9882, 38.6606,  -5,190.0000,253.3217,229.1703,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SBFH444,P’æ, 80.0000,  0.8000,486.6800,486.6800,275.9240,389.3439,776.2922, 18.4189, 17.8321,  -7,450.0000,204.3163,412.9604,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SBFH444,S’æ, 85.0000,  1.1050,500.0000,500.0000,281.6796,552.4999,1108.4717, 20.3778, 15.0433,  -7,450.0000,208.5782,553.1231,740.3461,660.3461,281.6796,208.5782,
≤‚ ‘1493816327,SBFH444,K’æ, 85.0000,  0.2550,489.7788,489.7788,342.1045,124.8935,248.8629, 11.6674, 38.3675,  -5,190.0000,253.3217,243.7475,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SBFH444,P’æ, 85.0000,  0.8500,485.8475,485.8475,275.9240,412.9703,823.2999, 19.5694, 17.2740,  -7,450.0000,204.3163,440.5848,612.5112,532.5112,275.9240,204.3163,
≤‚ ‘1493816327,SBFH444,S’æ, 90.0000,  1.1700,500.0000,500.0000,281.6796,584.9999,1173.8097, 21.8406, 14.0068,  -7,450.0000,208.5782,583.3674,740.3461,660.3461,281.6796,208.5782,
≤‚ ‘1493816327,SBFH444,K’æ, 90.0000,  0.2700,489.1775,489.1775,342.1045,132.0780,263.1389, 12.3465, 38.0725,  -5,190.0000,253.3217,258.3481,361.8911,281.8911,342.1045,253.3217,
≤‚ ‘1493816327,SBFH444,P’æ, 90.0000,  0.9000,485.0150,485.0150,279.6543,436.5134,870.1298, 19.3342, 19.0812,  -8,450.0000,207.0786,497.1801,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ, 95.0000,  1.2350,500.0000,500.0000,281.6796,617.4999,1239.1623, 23.3804, 12.8889,  -7,450.0000,208.5782,613.1441,740.3461,660.3461,281.6796,208.5782,
≤‚ ‘1493816327,SBFH444,K’æ, 95.0000,  0.2850,488.5763,488.5763,349.8796,139.2442,277.3742, 12.4424, 39.3893,  -6,190.0000,259.0790,285.5418,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SBFH444,P’æ, 95.0000,  0.9500,484.1825,484.1825,279.6543,459.9733,916.7821, 20.4057, 18.5665,  -8,450.0000,207.0786,526.6821,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,100.0000,  1.3000,500.0000,500.0000,285.5918,649.9999,1304.5300, 22.7279, 15.0000,  -8,450.0000,211.4751,690.3460,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,100.0000,  0.3000,487.9750,487.9750,349.8796,146.3925,291.5694, 13.0906, 39.1072,  -6,190.0000,259.0790,300.8405,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SBFH444,P’æ,100.0000,  1.0000,483.3500,483.3500,279.6543,483.3499,963.2566, 21.4847, 18.0377,  -8,450.0000,207.0786,556.3126,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,105.0000,  1.3650,500.0000,500.0000,285.5918,682.4999,1369.9124, 24.1513, 13.9751,  -8,450.0000,211.4751,722.1489,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,105.0000,  0.3150,487.3738,487.3738,349.8796,153.5227,305.7241, 13.7388, 38.8235,  -6,190.0000,259.0790,316.1590,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SBFH444,P’æ,105.0000,  1.0500,482.5175,482.5175,279.6543,506.6433,1009.5535, 22.5729, 17.4935,  -8,450.0000,207.0786,586.0612,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,110.0000,  1.4306,499.7948,499.7948,285.5918,714.9997,1435.3130, 25.6057, 12.9523,  -8,450.0000,211.4751,754.9643,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,110.0000,  0.3301,486.5619,486.5619,349.8796,160.6313,319.8304, 14.3868, 38.5623,  -6,190.0000,259.0790,331.7674,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SBFH444,P’æ,110.0000,  1.1005,481.4723,481.4723,279.6543,529.8367,1055.6364, 23.6420, 16.9993,  -8,450.0000,207.0786,617.0087,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,115.0000,  1.5009,498.0422,498.0422,285.5918,747.4997,1500.7594, 26.7680, 12.4916,  -8,450.0000,211.4751,799.2693,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,115.0000,  0.3464,484.1591,484.1591,349.8796,167.6915,333.8269, 15.0350, 38.4829,  -6,190.0000,259.0790,349.5564,361.8911,281.8911,349.8796,259.0790,
≤‚ ‘1493816327,SBFH444,P’æ,115.0000,  1.1545,478.8194,478.8194,279.6543,552.8066,1101.2379, 24.4885, 16.9992,  -8,450.0000,207.0786,656.7396,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,120.0000,  1.5717,496.2788,496.2788,285.5918,779.9996,1566.2266, 27.9470, 12.0086,  -8,450.0000,211.4751,844.3920,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,120.0000,  0.3627,481.7406,481.7406,358.0164,174.7269,347.7680, 15.0073, 40.0167,  -7,190.0000,265.1041,383.8165,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SBFH444,P’æ,120.0000,  1.2090,476.1490,476.1490,279.6543,575.6628,1146.5959, 25.3278, 16.9982,  -8,450.0000,207.0786,697.4309,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,125.0000,  1.6431,494.5025,494.5025,285.5918,812.4997,1631.7157, 29.1455, 11.5014,  -8,450.0000,211.4751,890.3450,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,125.0000,  0.3792,479.3042,479.3042,358.0164,181.7373,361.6527, 15.6337, 39.9399,  -7,190.0000,265.1041,402.7899,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SBFH444,P’æ,125.0000,  1.2639,473.4586,473.4586,279.6543,598.4024,1191.7048, 26.1603, 16.9970,  -8,450.0000,207.0786,739.0953,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,130.0000,  1.7150,492.7131,492.7131,285.5918,844.9996,1697.2263, 30.3674, 10.9664,  -8,450.0000,211.4751,937.1245,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,130.0000,  0.3958,476.8494,476.8494,358.0164,188.7216,375.4791, 16.2614, 39.8622,  -7,190.0000,265.1041,422.0252,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SBFH444,P’æ,130.0000,  1.3192,470.7480,470.7480,279.6543,621.0227,1236.5584, 26.9867, 16.9954,  -8,450.0000,207.0786,781.7351,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,135.0000,  1.7876,490.8926,490.8926,285.5918,877.4992,1762.7592, 31.6121, 10.4076,  -8,450.0000,211.4751,984.8861,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,135.0000,  0.4125,474.3577,474.3577,358.0164,195.6790,389.2452, 16.8909, 39.7857,  -7,190.0000,265.1041,441.5555,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SBFH444,P’æ,135.0000,  1.3750,467.9981,467.9981,279.6543,643.5183,1281.1453, 27.8050, 16.9992,  -8,450.0000,207.0786,825.4665,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,140.0000,  1.8607,489.0692,489.0692,285.5918,909.9989,1828.3152, 32.8937,  9.8063,  -8,450.0000,211.4751,1033.3791,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,140.0000,  0.4294,471.8579,471.8579,358.0164,202.6094,402.9508, 17.5221, 39.7071,  -7,190.0000,265.1041,461.3392,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SBFH444,P’æ,140.0000,  1.4313,465.2382,465.2382,279.6543,665.8902,1325.4675, 28.6200, 16.9992,  -8,450.0000,207.0786,870.1187,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,145.0000,  1.9343,487.2454,487.2454,285.5918,942.4990,1893.8951, 34.2221,  9.1528,  -8,450.0000,211.4751,1082.5590,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,145.0000,  0.4464,469.3527,469.3527,358.0164,209.5128,416.5955, 18.1551, 39.6260,  -7,190.0000,265.1041,481.3736,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SBFH444,P’æ,145.0000,  1.4880,462.4709,462.4709,279.6543,688.1359,1369.5198, 29.4325, 16.9945,  -8,450.0000,207.0786,915.6708,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBFH444,S’æ,150.0000,  2.0087,485.3895,485.3895,285.5918,974.9987,1959.4990, 35.5970,  8.4528,  -8,450.0000,211.4751,1132.7191,740.3461,660.3461,285.5918,211.4751,
≤‚ ‘1493816327,SBFH444,K’æ,150.0000,  0.4635,466.8091,466.8091,358.0164,216.3869,430.1747, 18.7903, 39.5460,  -7,190.0000,265.1041,501.7175,361.8911,281.8911,358.0164,265.1041,
≤‚ ‘1493816327,SBFH444,P’æ,150.0000,  1.5451,459.6628,459.6628,279.6543,710.2474,1413.2850, 30.2386, 16.9951,  -8,450.0000,207.0786,962.3401,612.5112,532.5112,279.6543,207.0786,
≤‚ ‘1493816327,SBRH222,S’æ, 10.0000,  0.1625,400.0000,400.0000,230.7812, 65.0005,130.2425,  3.1300, 28.1438,  19,500.0000,170.8890, 74.3909,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 10.0000,  0.0375,398.4969,398.4969,270.0825, 14.9455, 29.8326,  2.2363, 41.4536,  16,220.0000,199.9908, 27.4129,361.8911,281.8911,270.0825,199.9908,
≤‚ ‘1493816327,SBRH222,P’æ, 10.0000,  0.1250,397.9188,397.9188,232.2346, 49.7385, 99.2920,  2.9888, 29.7001,  17,500.0000,171.9652, 60.1711,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 15.0000,  0.2438,400.0000,400.0000,230.7812, 97.5005,195.3979,  4.7051, 27.2911,  19,500.0000,170.8890,111.4542,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 15.0000,  0.0563,397.7453,397.7453,274.2376, 22.3750, 44.6523,  3.2395, 42.0035,  15,220.0000,203.0676, 42.5803,361.8911,281.8911,274.2376,203.0676,
≤‚ ‘1493816327,SBRH222,P’æ, 15.0000,  0.1875,396.8781,396.8781,232.2346, 74.4134,148.5229,  4.4550, 29.1916,  17,500.0000,171.9652, 90.8951,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 20.0000,  0.3250,400.0000,400.0000,230.7812,130.0003,260.5763,  6.2913, 26.4130,  19,500.0000,170.8890,148.3905,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 20.0000,  0.0750,396.9937,396.9937,274.2376, 29.7761, 59.4087,  4.3111, 41.5765,  15,220.0000,203.0676, 56.8920,361.8911,281.8911,274.2376,203.0676,
≤‚ ‘1493816327,SBRH222,P’æ, 20.0000,  0.2500,395.8375,395.8375,232.2346, 98.9581,197.4761,  5.9060, 28.6749,  17,500.0000,171.9652,122.0129,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 25.0000,  0.4063,400.0000,400.0000,230.7812,162.5002,325.7780,  7.8921, 25.5070,  19,500.0000,170.8890,185.1694,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 25.0000,  0.0938,396.2422,396.2422,274.2376, 37.1491, 74.1021,  5.3794, 41.1458,  15,220.0000,203.0676, 71.2586,361.8911,281.8911,274.2376,203.0676,
≤‚ ‘1493816327,SBRH222,P’æ, 25.0000,  0.3125,394.7969,394.7969,232.2346,123.3729,246.1517,  7.3440, 28.1496,  17,500.0000,171.9652,153.5028,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 30.0000,  0.4875,400.0000,400.0000,230.7812,195.0002,391.0030,  9.5114, 24.5698,  19,500.0000,170.8890,221.7593,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 30.0000,  0.1125,395.4906,395.4906,278.5226, 44.4939, 88.7326,  6.2429, 41.7254,  14,220.0000,206.2405, 88.4353,361.8911,281.8911,278.5226,206.2405,
≤‚ ‘1493816327,SBRH222,P’æ, 30.0000,  0.3750,393.7563,393.7563,232.2346,147.6575,294.5496,  8.7712, 27.6151,  17,500.0000,171.9652,185.3440,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 35.0000,  0.5688,400.0000,400.0000,230.7812,227.5002,456.2513, 11.1537, 23.5979,  19,500.0000,170.8890,258.1264,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 35.0000,  0.1313,394.7391,394.7391,278.5226, 51.8109,103.3004,  7.2729, 41.3026,  14,220.0000,206.2405,103.3589,361.8911,281.8911,278.5226,206.2405,
≤‚ ‘1493816327,SBRH222,P’æ, 35.0000,  0.4375,392.7156,392.7156,232.2346,171.8119,342.6694, 10.1897, 27.0709,  17,500.0000,171.9652,217.5164,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 40.0000,  0.6500,400.0000,400.0000,230.7812,260.0001,521.5227, 12.8242, 22.5867,  19,500.0000,170.8890,294.2347,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 40.0000,  0.1500,393.9875,393.9875,282.9436, 59.0993,117.8047,  8.0459, 41.9001,  13,220.0000,209.5142,122.0513,361.8911,281.8911,282.9436,209.5142,
≤‚ ‘1493816327,SBRH222,P’æ, 40.0000,  0.5000,391.6750,391.6750,232.2346,195.8364,390.5120, 11.6013, 26.5164,  17,500.0000,171.9652,250.0017,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 45.0000,  0.7313,400.0000,400.0000,230.7812,292.5001,586.8175, 14.5290, 21.5306,  19,500.0000,170.8890,330.0453,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 45.0000,  0.1688,393.2359,393.2359,282.9436, 66.3597,132.2461,  9.0409, 41.4854,  13,220.0000,209.5142,137.5237,361.8911,281.8911,282.9436,209.5142,
≤‚ ‘1493816327,SBRH222,P’æ, 45.0000,  0.5625,390.6344,390.6344,232.2346,219.7308,438.0769, 13.0078, 25.9510,  17,500.0000,171.9652,282.7812,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 50.0000,  0.8125,400.0000,400.0000,230.7812,325.0001,652.1355, 16.2757, 20.4226,  19,500.0000,170.8890,365.5153,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 50.0000,  0.1875,392.4844,392.4844,282.9436, 73.5921,146.6249, 10.0346, 41.0673,  13,220.0000,209.5142,153.0365,361.8911,281.8911,282.9436,209.5142,
≤‚ ‘1493816327,SBRH222,P’æ, 50.0000,  0.6250,389.5938,389.5938,232.2346,243.4950,485.3637, 14.4110, 25.3738,  17,500.0000,171.9652,315.8371,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 55.0000,  0.8937,400.0000,400.0000,230.7812,357.5000,717.4763, 18.0738, 19.2539,  19,500.0000,170.8890,400.5965,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 55.0000,  0.2063,391.7328,391.7328,287.5072, 80.7950,160.9381, 10.6942, 41.6939,  12,220.0000,212.8935,173.7736,361.8911,281.8911,287.5072,212.8935,
≤‚ ‘1493816327,SBRH222,P’æ, 55.0000,  0.6875,388.5531,388.5531,232.2346,267.1302,532.3751, 15.8127, 24.7841,  17,500.0000,171.9652,349.1536,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 60.0000,  0.9750,400.0000,400.0000,230.7812,390.0000,782.8407, 19.9357, 18.0126,  19,500.0000,170.8890,435.2347,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 60.0000,  0.2250,390.9812,390.9812,287.5072, 87.9717,175.1922, 11.6562, 41.2841,  12,220.0000,212.8935,189.8275,361.8911,281.8911,287.5072,212.8935,
≤‚ ‘1493816327,SBRH222,P’æ, 60.0000,  0.7500,387.5125,387.5125,232.2346,290.6334,579.1051, 17.2145, 24.1809,  17,500.0000,171.9652,382.7100,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 65.0000,  1.0563,400.0000,400.0000,230.7812,422.5000,848.2283, 21.8778, 16.6823,  19,500.0000,170.8890,469.3660,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SBRH222,K’æ, 65.0000,  0.2438,390.2297,390.2297,292.2204, 95.1194,189.3815, 12.2419, 41.9277,  11,220.0000,216.3835,212.1458,361.8911,281.8911,292.2204,216.3835,
≤‚ ‘1493816327,SBRH222,P’æ, 65.0000,  0.8125,386.4719,386.4719,232.2346,314.0075,625.5591, 18.6185, 23.5633,  17,500.0000,171.9652,416.4932,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 70.0000,  1.1375,400.0000,400.0000,233.1361,454.9997,913.6384, 22.6323, 17.2370,  18,500.0000,172.6328,525.9815,740.3461,660.3461,233.1361,172.6328,
≤‚ ‘1493816327,SBRH222,K’æ, 70.0000,  0.2625,389.4781,389.4781,292.2204,102.2385,203.5068, 13.1741, 41.5265,  11,220.0000,216.3835,228.7345,361.8911,281.8911,292.2204,216.3835,
≤‚ ‘1493816327,SBRH222,P’æ, 70.0000,  0.8750,385.4313,385.4313,232.2346,337.2516,671.7358, 20.0264, 22.9300,  17,500.0000,171.9652,450.4858,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 75.0000,  1.2187,400.0000,400.0000,233.1361,487.4999,979.0728, 24.5924, 15.8584,  18,500.0000,172.6328,560.8986,740.3461,660.3461,233.1361,172.6328,
≤‚ ‘1493816327,SBRH222,K’æ, 75.0000,  0.2812,388.7266,388.7266,292.2204,109.3293,217.5691, 14.1060, 41.1220,  11,220.0000,216.3835,245.3515,361.8911,281.8911,292.2204,216.3835,
≤‚ ‘1493816327,SBRH222,P’æ, 75.0000,  0.9375,384.3906,384.3906,232.2346,360.3661,717.6357, 21.4402, 22.2797,  17,500.0000,171.9652,484.6718,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 80.0000,  1.3000,400.0000,400.0000,235.5396,519.9999,1044.5300, 25.2106, 16.4825,  17,500.0000,174.4125,621.6683,740.3461,660.3461,235.5396,174.4125,
≤‚ ‘1493816327,SBRH222,K’æ, 80.0000,  0.3000,387.9750,387.9750,297.0908,116.3925,231.5695, 14.5953, 41.7939,  10,220.0000,219.9899,269.8013,361.8911,281.8911,297.0908,219.9899,
≤‚ ‘1493816327,SBRH222,P’æ, 80.0000,  1.0000,383.3500,383.3500,232.2346,383.3499,763.2566, 22.8621, 21.6109,  17,500.0000,171.9652,519.0331,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 85.0000,  1.3812,400.0000,400.0000,237.9931,552.5000,1110.0104, 25.7829, 17.1116,  16,500.0000,176.2293,685.2427,740.3461,660.3461,237.9931,176.2293,
≤‚ ‘1493816327,SBRH222,K’æ, 85.0000,  0.3188,387.2234,387.2234,297.0908,123.4275,245.5067, 15.4996, 41.3982,  10,220.0000,219.9899,286.9535,361.8911,281.8911,297.0908,219.9899,
≤‚ ‘1493816327,SBRH222,P’æ, 85.0000,  1.0625,382.3094,382.3094,232.2346,406.2036,808.5998, 24.2943, 20.9217,  17,500.0000,171.9652,553.5540,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 90.0000,  1.4625,400.0000,400.0000,237.9931,584.9999,1175.5140, 27.6796, 15.7520,  16,500.0000,176.2293,722.2897,740.3461,660.3461,237.9931,176.2293,
≤‚ ‘1493816327,SBRH222,K’æ, 90.0000,  0.3375,386.4719,386.4719,297.0908,130.4343,259.3807, 16.4042, 40.9994,  10,220.0000,219.9899,304.1277,361.8911,281.8911,297.0908,219.9899,
≤‚ ‘1493816327,SBRH222,P’æ, 90.0000,  1.1250,381.2688,381.2688,232.2346,428.9273,853.6655, 25.7394, 20.2102,  17,500.0000,171.9652,588.2178,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ, 95.0000,  1.5437,400.0000,400.0000,240.4983,617.4999,1241.0407, 28.1280, 16.4509,  15,500.0000,178.0843,790.0855,740.3461,660.3461,240.4983,178.0843,
≤‚ ‘1493816327,SBRH222,K’æ, 95.0000,  0.3562,385.7203,385.7203,302.1262,137.4128,273.1916, 16.8041, 41.6993,   9,220.0000,223.7186,330.7685,361.8911,281.8911,302.1262,223.7186,
≤‚ ‘1493816327,SBRH222,P’æ, 95.0000,  1.1875,380.2281,380.2281,232.2346,451.5208,898.4534, 27.2005, 19.4738,  17,500.0000,171.9652,623.0071,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ,100.0000,  1.6250,400.0000,400.0000,243.0568,649.9999,1306.5907, 28.5433, 17.1492,  14,500.0000,179.9788,860.7461,740.3461,660.3461,243.0568,179.9788,
≤‚ ‘1493816327,SBRH222,K’æ,100.0000,  0.3750,384.9688,384.9688,302.1262,144.3632,286.9396, 17.6826, 41.3094,   9,220.0000,223.7186,348.4757,361.8911,281.8911,302.1262,223.7186,
≤‚ ‘1493816327,SBRH222,P’æ,100.0000,  1.2500,379.1875,379.1875,232.2346,473.9843,942.9636, 28.6808, 18.7096,  17,500.0000,171.9652,657.9040,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ,105.0000,  1.7062,400.0000,400.0000,243.0568,682.5000,1372.1640, 30.3710, 15.8221,  14,500.0000,179.9788,899.9516,740.3461,660.3461,243.0568,179.9788,
≤‚ ‘1493816327,SBRH222,K’æ,105.0000,  0.3938,384.2172,384.2172,302.1262,151.2856,300.6247, 18.5616, 40.9166,   9,220.0000,223.7186,366.2000,361.8911,281.8911,302.1262,223.7186,
≤‚ ‘1493816327,SBRH222,P’æ,105.0000,  1.3125,378.1469,378.1469,232.2346,496.3177,987.1961, 30.1843, 17.9140,  17,500.0000,171.9652,692.8899,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SBRH222,S’æ,110.0000,  1.7875,400.0000,400.0000,245.6703,714.9999,1437.7603, 30.6731, 16.5884,  13,500.0000,181.9141,974.9398,740.3461,660.3461,245.6703,181.9141,
≤‚ ‘1493816327,SBRH222,K’æ,110.0000,  0.4125,383.4656,383.4656,307.3353,158.1796,314.2465, 18.8780, 41.6440,   8,220.0000,227.5758,395.1037,361.8911,281.8911,307.3353,227.5758,
≤‚ ‘1493816327,SBRH222,P’æ,110.0000,  1.3750,377.1063,377.1063,234.6051,518.5210,1031.1510, 30.4278, 18.8756,  16,500.0000,173.7205,751.8461,612.5112,532.5112,234.6051,173.7205,
≤‚ ‘1493816327,SBRH222,S’æ,115.0000,  1.8687,400.0000,400.0000,248.3407,747.4999,1503.3798, 30.9528, 17.3486,  12,500.0000,183.8914,1052.8788,740.3461,660.3461,248.3407,183.8914,
≤‚ ‘1493816327,SBRH222,K’æ,115.0000,  0.4312,382.7141,382.7141,307.3353,165.0454,327.8052, 19.7322, 41.2604,   8,220.0000,227.5758,413.3616,361.8911,281.8911,307.3353,227.5758,
≤‚ ‘1493816327,SBRH222,P’æ,115.0000,  1.4375,376.0656,376.0656,234.6051,540.5943,1074.8282, 31.8888, 18.0952,  16,500.0000,173.7205,788.1125,612.5112,532.5112,234.6051,173.7205,
≤‚ ‘1493816327,SBRH222,S’æ,120.0000,  1.9500,400.0000,400.0000,248.3407,779.9999,1569.0226, 32.7048, 16.0666,  12,500.0000,183.8914,1094.3011,740.3461,660.3461,248.3407,183.8914,
≤‚ ‘1493816327,SBRH222,K’æ,120.0000,  0.4500,381.9625,381.9625,312.7271,171.8831,341.3010, 19.9945, 42.0025,   7,220.0000,231.5683,444.0834,361.8911,281.8911,312.7271,231.5683,
≤‚ ‘1493816327,SBRH222,P’æ,120.0000,  1.5000,375.0250,375.0250,237.0246,562.5374,1118.2277, 32.0646, 19.0712,  15,500.0000,175.5121,850.3830,612.5112,532.5112,237.0246,175.5121,
≤‚ ‘1493816327,SBRH222,S’æ,125.0000,  2.0312,400.0000,400.0000,251.0697,812.4999,1634.6886, 32.8814, 16.8911,  11,500.0000,185.9122,1176.7047,740.3461,660.3461,251.0697,185.9122,
≤‚ ‘1493816327,SBRH222,K’æ,125.0000,  0.4687,381.2109,381.2109,312.7271,178.6925,354.7337, 20.8250, 41.6282,   7,220.0000,231.5683,462.8813,361.8911,281.8911,312.7271,231.5683,
≤‚ ‘1493816327,SBRH222,P’æ,125.0000,  1.5625,373.9844,373.9844,237.0246,584.3506,1161.3495, 33.4852, 18.3069,  15,500.0000,175.5121,887.8975,612.5112,532.5112,237.0246,175.5121,
