CalName,CaseId,StationName,π¶¬ ÷∏¡Ó(%),Idc,Ud,UdL,Udio,Pd,Pconv,miu,Ang,TC,Uac,Uv,Qconv,Qf_max,Qf_min,Udio_N,Uv_N,
≤‚ ‘1493816327,SGRH222,S’æ,125.0000,  2.0312,400.0000,397.8580,251.0697,812.4999,817.3443, 32.8814, 16.8911,  11,500.0000,185.9122,588.3524,740.3461,660.3461,251.0697,185.9122,
≤‚ ‘1493816327,SGRH222,K’æ,125.0000,  0.4687,378.3143,379.0690,307.3353,177.3347,176.0090, 21.3348, 40.8983,   8,220.0000,227.5758,226.0406,361.8911,281.8911,307.3353,227.5758,
≤‚ ‘1493816327,SGRH222,P’æ,125.0000,  1.5625,370.1943,371.8424,234.6051,578.4286,574.7528, 33.9241, 17.9917,  16,500.0000,173.7205,439.0326,612.5112,532.5112,234.6051,173.7205,
≤‚ ‘1493816327,SGRH222,S’æ,130.0000,  2.1125,400.0000,397.7724,251.0697,844.9998,850.1888, 34.6398, 15.5874,  11,500.0000,185.9122,609.4599,740.3461,660.3461,251.0697,185.9122,
≤‚ ‘1493816327,SGRH222,K’æ,130.0000,  0.4875,377.4469,378.2317,312.7271,184.0050,182.5829, 21.5490, 41.6679,   7,220.0000,231.5683,241.9807,361.8911,281.8911,312.7271,231.5683,
≤‚ ‘1493816327,SGRH222,P’æ,130.0000,  1.6250,369.0021,370.7161,237.0246,599.6285,595.6917, 34.0110, 19.0301,  15,500.0000,175.5121,471.7007,612.5112,532.5112,237.0246,175.5121,
≤‚ ‘1493816327,SGRH222,S’æ,135.0000,  2.1937,400.0000,397.6867,253.8593,877.4998,883.0450, 34.7149, 16.4778,  10,500.0000,187.9779,652.9438,740.3461,660.3461,253.8593,187.9779,
≤‚ ‘1493816327,SGRH222,K’æ,135.0000,  0.5062,376.5795,377.3945,312.7271,190.6431,189.1211, 22.3728, 41.3072,   7,220.0000,231.5683,251.4755,361.8911,281.8911,312.7271,231.5683,
≤‚ ‘1493816327,SGRH222,P’æ,135.0000,  1.6875,367.8098,369.5898,237.0246,620.6792,616.4728, 35.3812, 18.3225,  15,500.0000,175.5121,491.2086,612.5112,532.5112,237.0246,175.5121,
≤‚ ‘1493816327,SGRH222,S’æ,140.0000,  2.2750,400.0000,397.6010,256.7117,909.9991,915.9121, 34.7850, 17.3506,   9,500.0000,190.0900,697.9897,740.3461,660.3461,256.7117,190.0900,
≤‚ ‘1493816327,SGRH222,K’æ,140.0000,  0.5250,375.7121,376.5573,312.7271,197.2478,195.6227, 23.1972, 40.9439,   7,220.0000,231.5683,260.9754,361.8911,281.8911,312.7271,231.5683,
≤‚ ‘1493816327,SGRH222,P’æ,140.0000,  1.7500,366.6176,368.4635,239.4944,641.5811,637.0961, 35.4183, 19.3649,  14,500.0000,177.3409,525.5179,612.5112,532.5112,239.4944,177.3409,
≤‚ ‘1493816327,SGRH222,S’æ,145.0000,  2.3562,400.0000,397.5153,256.7117,942.4997,948.7922, 36.4538, 16.1120,   9,500.0000,190.0900,720.2715,740.3461,660.3461,256.7117,190.0900,
≤‚ ‘1493816327,SGRH222,K’æ,145.0000,  0.5437,374.8446,375.7200,318.3115,203.8214,202.0898, 23.3390, 41.7379,   6,220.0000,235.7035,278.1414,361.8911,281.8911,318.3115,235.7035,
≤‚ ‘1493816327,SGRH222,P’æ,145.0000,  1.8125,365.4254,367.3372,239.4944,662.3336,657.5615, 36.7479, 18.6769,  14,500.0000,177.3409,545.6507,612.5112,532.5112,239.4944,177.3409,
≤‚ ‘1493816327,SGRH222,S’æ,150.0000,  2.4375,400.0000,397.4297,259.6289,974.9999,981.6834, 36.4332, 17.0441,   8,500.0000,192.2501,767.6887,740.3461,660.3461,259.6289,192.2501,
≤‚ ‘1493816327,SGRH222,K’æ,150.0000,  0.5625,373.9772,374.8828,318.3115,210.3620,208.5205, 24.1408, 41.3841,   6,220.0000,235.7035,287.9159,361.8911,281.8911,318.3115,235.7035,
≤‚ ‘1493816327,SGRH222,P’æ,150.0000,  1.8750,364.2332,366.2109,239.4944,682.9372,677.8691, 38.0980, 17.9635,  14,500.0000,177.3409,565.8128,612.5112,532.5112,239.4944,177.3409,
≤‚ ‘1493816327,SGRH444,S’æ, 10.0000,  0.1625,400.0000,399.8286,211.9856, 65.0001, 65.1208,  5.2198, 16.2710,  17,450.0000,156.9712, 22.4188,740.3461,660.3461,211.9856,156.9712,
≤‚ ‘1493816327,SGRH444,K’æ, 10.0000,  0.0375,398.2651,398.3255,270.0825, 14.9354, 14.9062,  2.2345, 41.4908,   7,190.0000,199.9908, 13.7146,361.8911,281.8911,270.0825,199.9908,
≤‚ ‘1493816327,SGRH444,P’æ, 10.0000,  0.1250,397.6155,397.7474,213.3221, 49.7016, 49.6091,  4.6171, 19.1032,  15,450.0000,157.9609, 19.5323,612.5112,532.5112,213.3221,157.9609,
≤‚ ‘1493816327,SGRH444,S’æ, 15.0000,  0.2438,400.0000,399.7430,214.1938, 97.5001, 97.6986,  7.2075, 16.7623,  16,450.0000,158.6063, 36.6636,740.3461,660.3461,214.1938,158.6063,
≤‚ ‘1493816327,SGRH444,K’æ, 15.0000,  0.0563,397.3977,397.4883,270.0825, 22.3541, 22.3053,  3.3435, 41.0714,   7,190.0000,199.9908, 20.6266,361.8911,281.8911,270.0825,199.9908,
≤‚ ‘1493816327,SGRH444,P’æ, 15.0000,  0.1875,396.4233,396.6211,213.3221, 74.3290, 74.1771,  6.8302, 18.3184,  15,450.0000,157.9609, 29.8247,612.5112,532.5112,213.3221,157.9609,
≤‚ ‘1493816327,SGRH444,S’æ, 20.0000,  0.3250,400.0000,399.6573,216.4485,130.0001,130.2879,  8.9388, 17.2701,  15,450.0000,160.2759, 52.7221,740.3461,660.3461,216.4485,160.2759,
≤‚ ‘1493816327,SGRH444,K’æ, 20.0000,  0.0750,396.5303,396.6510,274.9054, 29.7401, 29.6684,  4.2836, 41.8057,   6,190.0000,203.5621, 28.6257,361.8911,281.8911,274.9054,203.5621,
≤‚ ‘1493816327,SGRH444,P’æ, 20.0000,  0.2500,395.2311,395.4948,215.5450, 98.8075, 98.5874,  8.3804, 19.2857,  14,450.0000,159.6068, 43.3000,612.5112,532.5112,215.5450,159.6068,
≤‚ ‘1493816327,SGRH444,S’æ, 25.0000,  0.4062,400.0000,399.5716,216.4485,162.4993,162.8881, 11.3257, 15.7835,  15,450.0000,160.2759, 65.5529,740.3461,660.3461,216.4485,160.2759,
≤‚ ‘1493816327,SGRH444,K’æ, 25.0000,  0.0937,395.6629,395.8138,274.9054, 37.0924, 36.9944,  5.3434, 41.3964,   6,190.0000,203.5621, 35.8638,361.8911,281.8911,274.9054,203.5621,
≤‚ ‘1493816327,SGRH444,P’æ, 25.0000,  0.3125,394.0389,394.3685,215.5450,123.1375,122.8404, 10.3836, 18.5165,  14,450.0000,159.6068, 54.8613,612.5112,532.5112,215.5450,159.6068,
≤‚ ‘1493816327,SGRH444,S’æ, 30.0000,  0.4875,400.0000,399.4859,218.7511,194.9999,195.5012, 12.7293, 16.3683,  14,450.0000,161.9810, 84.1812,740.3461,660.3461,218.7511,161.9810,
≤‚ ‘1493816327,SGRH444,K’æ, 30.0000,  0.1125,394.7954,394.9766,274.9054, 44.4143, 44.2867,  6.3999, 40.9836,   6,190.0000,203.5621, 43.1344,361.8911,281.8911,274.9054,203.5621,
≤‚ ‘1493816327,SGRH444,P’æ, 30.0000,  0.3750,392.8466,393.2422,217.8147,147.3175,146.9348, 11.6050, 19.4978,  13,450.0000,161.2875, 70.7630,612.5112,532.5112,217.8147,161.2875,
≤‚ ‘1493816327,SGRH444,S’æ, 35.0000,  0.5687,400.0000,399.4003,221.1033,227.4999,228.1254, 13.9884, 16.9640,  13,450.0000,163.7227,104.4436,740.3461,660.3461,221.1033,163.7227,
≤‚ ‘1493816327,SGRH444,K’æ, 35.0000,  0.1312,393.9280,394.1393,279.9037, 51.7029, 51.5423,  7.1863, 41.7483,   5,190.0000,207.2632, 52.2957,361.8911,281.8911,279.9037,207.2632,
≤‚ ‘1493816327,SGRH444,P’æ, 35.0000,  0.4375,391.6544,392.1159,217.8147,171.3489,170.8717, 13.4603, 18.7451,  13,450.0000,161.2875, 83.4479,612.5112,532.5112,217.8147,161.2875,
≤‚ ‘1493816327,SGRH444,S’æ, 40.0000,  0.6500,400.0000,399.3146,221.1033,259.9999,260.7611, 16.2307, 15.4822,  13,450.0000,163.7227,118.7089,740.3461,660.3461,221.1033,163.7227,
≤‚ ‘1493816327,SGRH444,K’æ, 40.0000,  0.1500,393.0606,393.3021,279.9037, 58.9589, 58.7619,  8.1998, 41.3458,   5,190.0000,207.2632, 59.8844,361.8911,281.8911,279.9037,207.2632,
≤‚ ‘1493816327,SGRH444,P’æ, 40.0000,  0.5000,390.4622,390.9896,217.8147,195.2312,194.6508, 15.3132, 17.9620,  13,450.0000,161.2875, 96.3357,612.5112,532.5112,217.8147,161.2875,
≤‚ ‘1493816327,SGRH444,S’æ, 45.0000,  0.7312,400.0000,399.2289,223.5066,292.4999,293.4085, 17.2557, 16.1579,  12,450.0000,165.5023,141.3742,740.3461,660.3461,223.5066,165.5023,
≤‚ ‘1493816327,SGRH444,K’æ, 45.0000,  0.1687,392.1932,392.4648,279.9037, 66.1824, 65.9458,  9.2110, 40.9400,   5,190.0000,207.2632, 67.4986,361.8911,281.8911,279.9037,207.2632,
≤‚ ‘1493816327,SGRH444,P’æ, 45.0000,  0.5625,389.2699,389.8633,220.1326,218.9644,218.2720, 16.1869, 19.0028,  12,450.0000,163.0039,115.2913,612.5112,532.5112,220.1326,163.0039,
≤‚ ‘1493816327,SGRH444,S’æ, 50.0000,  0.8125,400.0000,399.1432,225.9627,324.9999,326.0675, 18.1882, 16.8379,  11,450.0000,167.3210,165.6003,740.3461,660.3461,225.9627,167.3210,
≤‚ ‘1493816327,SGRH444,K’æ, 50.0000,  0.1875,391.3257,391.6276,285.0871, 73.3734, 73.0938,  9.8627, 41.7346,   4,190.0000,211.1014, 77.8356,361.8911,281.8911,285.0871,211.1014,
≤‚ ‘1493816327,SGRH444,P’æ, 50.0000,  0.6250,388.0777,388.7370,220.1326,242.5486,241.7355, 17.9325, 18.2388,  12,450.0000,163.0039,129.1712,612.5112,532.5112,220.1326,163.0039,
≤‚ ‘1493816327,SGRH444,S’æ, 55.0000,  0.8937,400.0000,399.0575,225.9627,357.4998,358.7380, 20.3170, 15.3778,  11,450.0000,167.3210,181.1960,740.3461,660.3461,225.9627,167.3210,
≤‚ ‘1493816327,SGRH444,K’æ, 55.0000,  0.2062,390.4583,390.7904,285.0871, 80.5318, 80.2058, 10.8355, 41.3393,   4,190.0000,211.1014, 85.7632,361.8911,281.8911,285.0871,211.1014,
≤‚ ‘1493816327,SGRH444,P’æ, 55.0000,  0.6875,386.8855,387.6107,222.5005,265.9839,265.0412, 18.6397, 19.2887,  11,450.0000,164.7573,150.1869,612.5112,532.5112,222.5005,164.7573,
≤‚ ‘1493816327,SGRH444,S’æ, 60.0000,  0.9750,400.0000,398.9719,228.4734,389.9998,391.4202, 21.0617, 16.1381,  10,450.0000,169.1801,207.7629,740.3461,660.3461,228.4734,169.1801,
≤‚ ‘1493816327,SGRH444,K’æ, 60.0000,  0.2250,389.5909,389.9531,285.0871, 87.6577, 87.2821, 11.8069, 40.9408,   4,190.0000,211.1014, 93.7122,361.8911,281.8911,285.0871,211.1014,
≤‚ ‘1493816327,SGRH444,P’æ, 60.0000,  0.7500,385.6933,386.4844,222.5005,289.2700,288.1891, 20.2964, 18.5442,  11,450.0000,164.7573,164.9913,612.5112,532.5112,222.5005,164.7573,
≤‚ ‘1493816327,SGRH444,S’æ, 65.0000,  1.0562,400.0000,398.8862,231.0405,422.4998,424.1140, 21.7452, 16.8956,   9,450.0000,171.0810,235.8687,740.3461,660.3461,231.0405,171.0810,
≤‚ ‘1493816327,SGRH444,K’æ, 65.0000,  0.2437,388.7235,389.1159,290.4661, 94.7511, 94.3224, 12.3383, 41.7646,   3,190.0000,215.0845,105.2490,361.8911,281.8911,290.4661,215.0845,
≤‚ ‘1493816327,SGRH444,P’æ, 65.0000,  0.8125,384.5010,385.3581,222.5005,312.4072,311.1793, 21.9655, 17.7696,  11,450.0000,164.7573,179.9307,612.5112,532.5112,222.5005,164.7573,
≤‚ ‘1493816327,SGRH444,S’æ, 70.0000,  1.1375,400.0000,398.8005,231.0405,454.9998,456.8193, 23.7686, 15.4743,   9,450.0000,171.0810,252.7531,740.3461,660.3461,231.0405,171.0810,
≤‚ ‘1493816327,SGRH444,K’æ, 70.0000,  0.2625,387.8560,388.2786,290.4661,101.8119,101.3269, 13.2746, 41.3768,   3,190.0000,215.0845,113.5081,361.8911,281.8911,290.4661,215.0845,
≤‚ ‘1493816327,SGRH444,P’æ, 70.0000,  0.8750,383.3088,384.2318,224.9198,335.3953,334.0116, 22.4498, 18.8770,  10,450.0000,166.5488,203.6623,612.5112,532.5112,224.9198,166.5488,
≤‚ ‘1493816327,SGRH444,S’æ, 75.0000,  1.2187,400.0000,398.7148,233.6660,487.4999,489.5363, 24.2934, 16.3095,   8,450.0000,173.0251,283.1938,740.3461,660.3461,233.6660,173.0251,
≤‚ ‘1493816327,SGRH444,K’æ, 75.0000,  0.2812,386.9886,387.4414,290.4661,108.8403,108.2956, 14.2103, 40.9861,   3,190.0000,215.0845,121.7851,361.8911,281.8911,290.4661,215.0845,
≤‚ ‘1493816327,SGRH444,P’æ, 75.0000,  0.9375,382.1166,383.1055,224.9198,358.2344,356.6861, 24.0438, 18.1245,  10,450.0000,166.5488,219.4552,612.5112,532.5112,224.9198,166.5488,
≤‚ ‘1493816327,SGRH444,S’æ, 80.0000,  1.3000,400.0000,398.6291,236.3518,519.9999,522.2649, 24.7782, 17.1354,   7,450.0000,175.0139,315.1827,740.3461,660.3461,236.3518,175.0139,
≤‚ ‘1493816327,SGRH444,K’æ, 80.0000,  0.3000,386.1212,386.6042,296.0520,115.8361,115.2283, 14.6327, 41.8382,   2,190.0000,219.2207,134.5551,361.8911,281.8911,296.0520,219.2207,
≤‚ ‘1493816327,SGRH444,P’æ, 80.0000,  1.0000,380.9244,381.9792,227.3924,380.9244,379.2028, 24.4247, 19.2358,   9,450.0000,168.3796,245.0847,612.5112,532.5112,227.3924,168.3796,
≤‚ ‘1493816327,SGRH444,S’æ, 85.0000,  1.3812,400.0000,398.5435,236.3518,552.4998,555.0051, 26.6966, 15.7679,   7,450.0000,175.0139,333.3505,740.3461,660.3461,236.3518,175.0139,
≤‚ ‘1493816327,SGRH444,K’æ, 85.0000,  0.3187,385.2538,385.7669,296.0520,122.7993,122.1251, 15.5359, 41.4584,   2,190.0000,219.2207,143.1408,361.8911,281.8911,296.0520,219.2207,
≤‚ ‘1493816327,SGRH444,P’æ, 85.0000,  1.0625,379.7321,380.8528,227.3924,403.4655,401.5618, 25.9520, 18.5055,   9,450.0000,168.3796,261.6921,612.5112,532.5112,227.3924,168.3796,
≤‚ ‘1493816327,SGRH444,S’æ, 90.0000,  1.4625,400.0000,398.4578,239.1001,584.9998,587.7569, 27.0445, 16.6665,   6,450.0000,177.0489,367.7038,740.3461,660.3461,239.1001,177.0489,
≤‚ ‘1493816327,SGRH444,K’æ, 90.0000,  0.3375,384.3863,384.9297,296.0520,129.7301,128.9861, 16.4388, 41.0757,   2,190.0000,219.2207,151.7412,361.8911,281.8911,296.0520,219.2207,
≤‚ ‘1493816327,SGRH444,P’æ, 90.0000,  1.1250,378.5399,379.7265,227.3924,425.8575,423.7630, 27.4970, 17.7464,   9,450.0000,168.3796,278.3913,612.5112,532.5112,227.3924,168.3796,
≤‚ ‘1493816327,SGRH444,S’æ, 95.0000,  1.5437,400.0000,398.3721,239.1001,617.4998,620.5203, 28.9626, 15.2752,   6,450.0000,177.0489,386.3549,740.3461,660.3461,239.1001,177.0489,
≤‚ ‘1493816327,SGRH444,K’æ, 95.0000,  0.3562,383.5189,384.0924,301.8569,136.6284,135.8113, 16.7615, 41.9553,   1,190.0000,223.5192,165.7864,361.8911,281.8911,301.8569,223.5192,
≤‚ ‘1493816327,SGRH444,P’æ, 95.0000,  1.1875,377.3477,378.6002,229.9199,448.1005,445.8063, 27.7123, 18.9112,   8,450.0000,170.2512,306.5741,612.5112,532.5112,229.9199,170.2512,
≤‚ ‘1493816327,SGRH444,S’æ,100.0000,  1.6250,400.0000,398.2864,241.9130,649.9999,653.2953, 29.1792, 16.2483,   5,450.0000,179.1319,423.1062,740.3461,660.3461,241.9130,179.1319,
≤‚ ‘1493816327,SGRH444,K’æ,100.0000,  0.3750,382.6515,383.2552,301.8569,143.4941,142.6006, 17.6339, 41.5837,   1,190.0000,223.5192,174.6961,361.8911,281.8911,301.8569,223.5192,
≤‚ ‘1493816327,SGRH444,P’æ,100.0000,  1.2500,376.1554,377.4739,229.9199,470.1944,467.6919, 29.1963, 18.1768,   8,450.0000,170.2512,324.0437,612.5112,532.5112,229.9199,170.2512,
≤‚ ‘1493816327,SGRH444,S’æ,105.0000,  1.7062,400.0000,398.2008,244.7929,682.4997,686.0818, 29.3837, 17.1979,   4,450.0000,181.2644,461.4595,740.3461,660.3461,244.7929,181.2644,
≤‚ ‘1493816327,SGRH444,K’æ,105.0000,  0.3937,381.7841,382.4180,301.8569,150.3271,149.3539, 18.5065, 41.2093,   1,190.0000,223.5192,183.6173,361.8911,281.8911,301.8569,223.5192,
≤‚ ‘1493816327,SGRH444,P’æ,105.0000,  1.3125,374.9632,376.3476,232.5042,492.1393,489.4197, 29.3422, 19.3401,   7,450.0000,172.1648,354.0519,612.5112,532.5112,232.5042,172.1648,
≤‚ ‘1493816327,SGRH444,S’æ,110.0000,  1.7875,400.0000,398.1151,244.7929,714.9998,718.8800, 31.1869, 15.8845,   4,450.0000,181.2644,481.4279,740.3461,660.3461,244.7929,181.2644,
≤‚ ‘1493816327,SGRH444,K’æ,110.0000,  0.4125,380.9166,381.5807,301.8569,157.1278,156.0715, 19.3794, 40.8321,   1,190.0000,223.5192,192.5498,361.8911,281.8911,301.8569,223.5192,
≤‚ ‘1493816327,SGRH444,P’æ,110.0000,  1.3750,373.7710,375.2213,232.5042,513.9352,510.9897, 30.7700, 18.6300,   7,450.0000,172.1648,372.2671,612.5112,532.5112,232.5042,172.1648,
≤‚ ‘1493816327,SGRH444,S’æ,115.0000,  1.8687,400.0000,398.0294,247.7423,747.4998,751.6898, 31.2781, 16.9000,   3,450.0000,183.4483,522.2461,740.3461,660.3461,247.7423,183.4483,
≤‚ ‘1493816327,SGRH444,K’æ,115.0000,  0.4312,380.0492,380.7435,307.8941,163.8960,162.7532, 19.5807, 41.7525,   0,190.0000,227.9895,208.2204,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,115.0000,  1.4375,372.5788,374.0950,232.5042,535.5820,532.4019, 32.2173, 17.8929,   7,450.0000,172.1648,390.5438,612.5112,532.5112,232.5042,172.1648,
≤‚ ‘1493816327,SGRH444,S’æ,120.0000,  1.9500,400.0000,397.9437,247.7423,779.9997,784.5111, 33.0711, 15.5788,   3,450.0000,183.4483,542.7183,740.3461,660.3461,247.7423,183.4483,
≤‚ ‘1493816327,SGRH444,K’æ,120.0000,  0.4500,379.1818,379.9062,307.8941,170.6313,169.3988, 20.4249, 41.3867,   0,190.0000,227.9895,217.4620,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,120.0000,  1.5000,371.3865,372.9687,235.1473,557.0800,553.6564, 32.2315, 19.1047,   6,450.0000,174.1220,423.0305,612.5112,532.5112,235.1473,174.1220,
≤‚ ‘1493816327,SGRH444,S’æ,125.0000,  2.0312,400.0000,397.8580,250.7635,812.4998,817.3443, 33.0542, 16.6592,   2,450.0000,185.6855,586.0527,740.3461,660.3461,250.7635,185.6855,
≤‚ ‘1493816327,SGRH444,K’æ,125.0000,  0.4687,378.3143,379.0690,307.8941,177.3346,176.0089, 21.2696, 41.0182,   0,190.0000,227.9895,226.7126,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,125.0000,  1.5625,370.1943,371.8424,235.1473,578.4287,574.7529, 33.6252, 18.3941,   6,450.0000,174.1220,442.0236,612.5112,532.5112,235.1473,174.1220,
≤‚ ‘1493816327,SGRH444,S’æ,130.0000,  2.1125,400.0000,397.7724,250.7635,844.9997,850.1887, 34.8343, 15.3346,   2,450.0000,185.6855,607.0367,740.3461,660.3461,250.7635,185.6855,
≤‚ ‘1493816327,SGRH444,K’æ,130.0000,  0.4875,377.4469,378.2318,307.8941,184.0049,182.5827, 22.1150, 40.6471,   0,190.0000,227.9895,235.9704,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,130.0000,  1.6250,369.0021,370.7161,235.1473,599.6286,595.6918, 35.0402, 17.6560,   6,450.0000,174.1220,461.0620,612.5112,532.5112,235.1473,174.1220,
≤‚ ‘1493816327,SGRH444,S’æ,135.0000,  2.1937,400.0000,397.6867,253.8593,877.4998,883.0451, 34.7149, 16.4778,   1,450.0000,187.9779,652.9439,740.3461,660.3461,253.8593,187.9779,
≤‚ ‘1493816327,SGRH444,K’æ,135.0000,  0.5062,376.5795,377.3945,307.8941,190.6431,189.1211, 22.9612, 40.2730,   0,190.0000,227.9895,245.2356,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,135.0000,  1.6875,367.8098,369.5898,237.8511,620.6792,616.4728, 34.9352, 18.9146,   5,450.0000,176.1241,496.0072,612.5112,532.5112,237.8511,176.1241,
≤‚ ‘1493816327,SGRH444,S’æ,140.0000,  2.2750,400.0000,397.6010,253.8593,909.9998,915.9129, 36.4785, 15.1549,   1,450.0000,187.9779,674.4512,740.3461,660.3461,253.8593,187.9779,
≤‚ ‘1493816327,SGRH444,K’æ,140.0000,  0.5250,375.7121,376.5573,307.8941,197.2485,195.6234, 23.8084, 39.8961,   0,190.0000,227.9895,254.5064,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,140.0000,  1.7500,366.6176,368.4635,237.8511,641.5810,637.0961, 36.2981, 18.2052,   5,450.0000,176.1241,515.7390,612.5112,532.5112,237.8511,176.1241,
≤‚ ‘1493816327,SGRH444,S’æ,145.0000,  2.3562,400.0000,397.5153,257.0326,942.4995,948.7920, 36.2627, 16.3578,   0,450.0000,190.3276,722.9924,740.3461,660.3461,257.0326,190.3276,
≤‚ ‘1493816327,SGRH444,K’æ,145.0000,  0.5437,374.8447,375.7200,307.8941,203.8211,202.0895, 24.6566, 39.5162,   0,190.0000,227.9895,263.7820,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,145.0000,  1.8125,365.4254,367.3372,240.6179,662.3337,657.5616, 36.1562, 19.4528,   4,450.0000,178.1729,552.4874,612.5112,532.5112,240.6179,178.1729,
≤‚ ‘1493816327,SGRH444,S’æ,150.0000,  2.4375,400.0000,397.4297,257.0326,974.9998,981.6833, 38.0057, 15.0418,   0,450.0000,190.3276,745.0377,740.3461,660.3461,257.0326,190.3276,
≤‚ ‘1493816327,SGRH444,K’æ,150.0000,  0.5625,373.9772,374.8828,307.8941,210.3619,208.5204, 25.5061, 39.1332,   0,190.0000,227.9895,273.0629,361.8911,281.8911,307.8941,227.9895,
≤‚ ‘1493816327,SGRH444,P’æ,150.0000,  1.8750,364.2332,366.2109,240.6179,682.9373,677.8691, 37.4703, 18.7711,   4,450.0000,178.1729,572.8992,612.5112,532.5112,240.6179,178.1729,
≤‚ ‘1493816327,SGSH222,S’æ, 10.0000,  0.1857,350.0000,349.8042,230.7812, 64.9996, 65.1413,  2.7284, 39.1572,  19,500.0000,170.8890, 55.7030,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGSH222,K’æ, 10.0000,  0.0429,348.0173,348.0863,262.1389, 14.9144, 14.8800,  2.3776, 47.3271,  18,220.0000,194.1087, 16.8324,361.8911,281.8911,262.1389,194.1087,
≤‚ ‘1493816327,SGSH222,P’æ, 10.0000,  0.1429,347.2749,347.4256,232.2346, 49.6109, 49.5023,  2.6577, 40.4050,  17,500.0000,171.9652, 44.1753,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGSH222,S’æ, 15.0000,  0.2786,350.0000,349.7062,230.7812, 97.4995, 97.7349,  4.0964, 38.4338,  19,500.0000,170.8890, 83.5047,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGSH222,K’æ, 15.0000,  0.0643,347.0260,347.1295,262.1389, 22.3081, 22.2499,  3.5587, 46.8824,  18,220.0000,194.1087, 25.3069,361.8911,281.8911,262.1389,194.1087,
≤‚ ‘1493816327,SGSH222,P’æ, 15.0000,  0.2143,345.9124,346.1384,232.2346, 74.1243, 73.9442,  3.9680, 39.9955,  17,500.0000,171.9652, 66.5913,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGSH222,S’æ, 20.0000,  0.3714,350.0000,349.6083,230.7812,129.9999,130.3440,  5.4683, 37.6986,  19,500.0000,170.8890,111.2607,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGSH222,K’æ, 20.0000,  0.0857,346.0346,346.1726,262.1389, 29.6600, 29.5736,  4.7354, 46.4344,  18,220.0000,194.1087, 33.8182,361.8911,281.8911,262.1389,194.1087,
≤‚ ‘1493816327,SGSH222,P’æ, 20.0000,  0.2857,344.5498,344.8512,232.2346, 98.4428, 98.1799,  5.2673, 39.5825,  17,500.0000,171.9652, 89.2137,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGSH222,S’æ, 25.0000,  0.4643,350.0000,349.5104,230.7812,162.4999,162.9679,  6.8452, 36.9510,  19,500.0000,170.8890,138.9607,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGSH222,K’æ, 25.0000,  0.1071,345.0433,345.2158,262.1389, 36.9688, 36.8499,  5.9081, 45.9830,  18,220.0000,194.1087, 42.3631,361.8911,281.8911,262.1389,194.1087,
≤‚ ‘1493816327,SGSH222,P’æ, 25.0000,  0.3571,343.1873,343.5640,232.2346,122.5669,122.2096,  6.5567, 39.1659,  17,500.0000,171.9652,112.0342,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGSH222,S’æ, 30.0000,  0.5571,350.0000,349.4125,230.7812,194.9999,195.6070,  8.2281, 36.1903,  19,500.0000,170.8890,166.5952,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGSH222,K’æ, 30.0000,  0.1286,344.0519,344.2589,262.1389, 44.2351, 44.0794,  7.0771, 45.5282,  18,220.0000,194.1087, 50.9405,361.8911,281.8911,262.1389,194.1087,
≤‚ ‘1493816327,SGSH222,P’æ, 30.0000,  0.4286,341.8247,342.2768,232.2346,146.4964,146.0332,  7.8371, 38.7456,  17,500.0000,171.9652,135.0441,612.5112,532.5112,232.2346,171.9652,
≤‚ ‘1493816327,SGSH222,S’æ, 35.0000,  0.6500,350.0000,349.3146,230.7812,227.4999,228.2612,  9.6183, 35.4154,  19,500.0000,170.8890,194.1541,740.3461,660.3461,230.7812,170.8890,
≤‚ ‘1493816327,SGSH222,K’æ, 35.0000,  0.1500,343.0606,343.3021,262.1389, 51.4589, 51.2620,  8.2430, 45.0699,  18,220.0000,194.1087, 59.5487,361.8911,281.8911,262.1389,194.1087,
≤‚ ‘1493816327,SGSH222,P’æ, 35.0000,  0.5000,340.4622,340.9896,232.2346,170.2311,169.6507,  9.1093, 38.3213,  17,500.0000,171.9652,158.2354,612.5112,532.5112,232.2346,171.9652,
